"paper_id","paper_code","paper_title","paper_subject_id","paper_date_of_submission","paper_presentation_path","paper_contact_author_id","paper_isclose","paper_hashtag","paper_dor","paper_dirty",
"196","196","Strategy for Slum Cluster Reallocation in QGIS","1","2014-11-10 00:00:00","","5914","0","","0000-00-00 00:00:00","0",
"197","197","ANFIS based trip distribution Model for Delhi Urban Area","1","2014-11-10 00:00:00","","308","0","","0000-00-00 00:00:00","0",
"198","198","Development and Implementation of Hindi TTS","1","2014-11-10 00:00:00","","5751","0","","0000-00-00 00:00:00","0",
"199","199","Designing of SPF based secure web application using Forward Engineering","1","2014-11-10 00:00:00","","2987","0","","0000-00-00 00:00:00","0",
"200","200","Performance Analysis of AODV routing protocol under Black Hole Attack in Vehicular Ad-hoc Network (VANET)","1","2014-11-10 00:00:00","","5785","0","","0000-00-00 00:00:00","0",
"201","201","Dynamic Deployment of Homogeneous Sensor Nodes Using Genetic Algorithm with Maximum Coverage","1","2014-11-10 00:00:00","","5887","0","","0000-00-00 00:00:00","0",
"202","202","Higher LSB Optimize Data Hiding Mechanism on Encrypted Image","1","2014-11-10 00:00:00","","5749","0","","0000-00-00 00:00:00","0",
"203","203","A Cost Optimal Implementation of CORDIC Algorithm on Virtex-4 FPGAs using Technology Dependent Optimizations","1","2014-12-22 00:00:00","","5965","0","","0000-00-00 00:00:00","0",
"204","204","An Efficiency Model for Authentication Approaches in WBAN","1","2014-11-10 00:00:00","","5904","0","","0000-00-00 00:00:00","0",
"205","205","A method of Service Selection and Composition for Wireless Sensor Networks","1","2014-11-10 00:00:00","","5807","0","","0000-00-00 00:00:00","0",
"206","206","Wireless LAN Intrusion Detection and Prevention System for Malicious Access Point.","1","2014-12-29 00:00:00","INDIACom15_206_presentation (1).pptx","5932","0","","0000-00-00 00:00:00","0",
"207","207","An Outline of Simulation Software Packages for Vibrant Engineering Technocrats: Innovation for Future","1","2014-12-30 00:00:00","","1456","0","","0000-00-00 00:00:00","0",
"208","208","Change Detection from Remotely Sensed Images Based On a Decision Theoretic Method","1","2014-12-19 00:00:00","","5957","0","","0000-00-00 00:00:00","0",
"209","209","IT for Water Resource Management","1","2014-11-10 00:00:00","","5968","0","","0000-00-00 00:00:00","0",
"210","210","Autonomous Robot for Target Destruction in Defense Application using Raspberry Pi","1","2014-11-10 00:00:00","","5719","0","","0000-00-00 00:00:00","0",
"211","211","Advanced Rough Set Theory for Image Retrieval System","1","2014-11-10 00:00:00","","5462","0","","0000-00-00 00:00:00","0",
"212","212","Block Based All Directional Smart Search Algorithm for Optimized Motion Estimation in Video Data","1","2014-11-10 00:00:00","","5851","0","","0000-00-00 00:00:00","0",
"213","213","Recent Knowledge management and retrieval technique for IR","1","2014-11-10 00:00:00","","5462","0","","0000-00-00 00:00:00","0",
"214","214","Energy Efficient Protocols for Underwater Sensor network: A Research Study","1","2014-11-10 00:00:00","","5982","0","","0000-00-00 00:00:00","0",
"215","215","Statistical Analysis of Defect Removal Effectiveness to Improve the Software Quality and Reducing the Estimated Cost","1","2014-12-24 00:00:00","","5747","0","","0000-00-00 00:00:00","0",
"216","216","Personalized Framework for QOS Ranking in Cloud Service and Recommendation System Using Collaborative Filtering Approach","1","2014-12-09 00:00:00","","5959","0","","0000-00-00 00:00:00","0",
"217","217","Comparative Study of Website Sitemap Feature as Design Issue in Various Websites","1","2014-11-10 00:00:00","","2076","0","","0000-00-00 00:00:00","0",
"218","218","Analysis of Non-Homogeneous Poisson Process Software Reliability Growth Model Considering Testing-Effort and Change Point","1","2014-11-10 00:00:00","","5993","0","","0000-00-00 00:00:00","0",
"219","219","A New Design of Self Proxy Signatures Based On Braid Groups","1","2014-11-10 00:00:00","","5650","0","","0000-00-00 00:00:00","0",
"220","220","Reverse Engineering of Object Oriented Systems using Hierarchical Clustering","1","2014-11-10 00:00:00","","5986","0","","0000-00-00 00:00:00","0",
"221","221","QUALITATIVE ANALYSIS OF VARIOUS INFORMATION SECURITY FRAMEWORKS AND THEIR NEWLY PROPOSED IMPROVIZED VERSIONS FOR CLOUD PLATFORM.","1","2014-11-10 00:00:00","","5701","0","","0000-00-00 00:00:00","0",
"222","222","Adaptive Radius Sphere Detection in MIMO OFDM Systems","1","2014-11-10 00:00:00","","6000","0","","0000-00-00 00:00:00","0",
"223","223","Mapping of a Software Maintenance Project to CMMI Model An Industrial Perspective","1","2014-11-10 00:00:00","","5986","0","","0000-00-00 00:00:00","0",
"224","224","Deadline Stringency based Job Scheduling in  Computational Grid Environment","1","2014-12-05 00:00:00","","5955","0","","0000-00-00 00:00:00","0",
"225","225","A Study of Hierarchical Clustering Algorithms","1","2014-11-10 00:00:00","","5986","0","","0000-00-00 00:00:00","0",
"226","226","Legal Issues in E-Commerce","1","2014-12-18 00:00:00","","5822","0","","0000-00-00 00:00:00","0",
"227","227","Agile Methodology over Iterative Approach of Software Development -A Review","1","2014-11-10 00:00:00","","5935","0","","0000-00-00 00:00:00","0",
"228","228","Comparative Analysis of FBGs as Encoders for Optical CDMA System","1","2014-11-10 00:00:00","","5075","0","","0000-00-00 00:00:00","0",
"229","229","American Sign Language Recognition System Using Principal Component Analysis and Back Propagation Algorithm","1","2014-12-08 00:00:00","","5948","0","","0000-00-00 00:00:00","0",
"230","230","Review of the Control Strategies Applied To Active Power Filters","1","2014-11-10 00:00:00","","6011","0","","0000-00-00 00:00:00","0",
"231","231","Survey on Energy efficient Real-Time Services for Wireless Sensor Networks with IEEE 802.15.4","1","2014-11-10 00:00:00","","6013","0","","0000-00-00 00:00:00","0",
"232","232","MAC-CPI-A Protocol that Prevents Collisions at MAC layer in Ad Hoc Networks","1","2014-11-10 00:00:00","INDIACom15_232_presentation (1).pptx","5976","0","","0000-00-00 00:00:00","0",
"233","233","Detection of Cervix Cancer by using Thresholding & Watershed Segmentation","1","2014-11-10 00:00:00","INDIACom15_233_presentation (1).pptx","5998","0","","0000-00-00 00:00:00","0",
"234","234","New Developed Computer-Assisted Approach for Skin Disease Diagnosis","1","2014-11-10 00:00:00","","6007","0","","0000-00-00 00:00:00","0",
"235","235","Detection of Cervical Cancer by using Thresholding & Watershed Segmentation","1","2014-11-10 00:00:00","","5998","0","","0000-00-00 00:00:00","0",
"236","236","A REVIEW STUDY OF LEVEL SLICING & CONTOUR SEMENTATION TECHNIQUES IN BRAIN IMAGING","1","2014-11-10 00:00:00","","5994","0","","0000-00-00 00:00:00","0",
"237","237","To Ameliorate Component Searching by Automating Keyword Search Technique","1","2014-11-10 00:00:00","","5903","0","","0000-00-00 00:00:00","0",
"238","238","A GENERALIZED STUDY OF MULTI DIMENSIONAL DATA EXTRACTION TECHNIQUES IN BRAIN IMAGING","1","2014-11-10 00:00:00","","5994","0","","0000-00-00 00:00:00","0",
"239","239","Clustering, Information Fusion and Event Detection in Wireless Sensor Networks: A Review","1","2014-11-10 00:00:00","","5924","0","","0000-00-00 00:00:00","0",
"240","240","Efficent  Clustering for Data Centric  Wireless Sensor Networks","1","2014-11-10 00:00:00","","5961","0","","0000-00-00 00:00:00","0",
"241","241","FPGA Implementation of Dual Key based AES Encryption with Key based S-Box generation","1","2014-11-10 00:00:00","","5944","0","","0000-00-00 00:00:00","0",
"242","242","Software bug localization using LDACG","1","2014-11-10 00:00:00","","6021","0","","0000-00-00 00:00:00","0",
"243","243","LPC Estimation of Autistic Speech parameters by means of K-NN Classifier","1","2014-11-10 00:00:00","","6031","0","","0000-00-00 00:00:00","0",
"244","244","Data Model for Big Data in Cloud Environment","1","2014-11-10 00:00:00","","5836","0","","0000-00-00 00:00:00","0",
"245","245","Master Data Management: A Review","1","2014-12-10 00:00:00","","6032","0","","0000-00-00 00:00:00","0",
"246","246","Overview of Offloading in Smart Mobile Devices for Mobile Cloud Computing","1","2014-11-10 00:00:00","","5841","0","","0000-00-00 00:00:00","0",
"247","247","Use of Big Data Semantics For Effective Master Data Management","1","2014-11-10 00:00:00","","6035","0","","0000-00-00 00:00:00","0",
"248","248","EVALUATION OF LIQUID LEVEL SYSTEM BASED ON SUBMERSIBLE PRESSURE SENSOR","1","2014-11-10 00:00:00","","5657","0","","0000-00-00 00:00:00","0",
"249","249","Acquisition of loss less data in transient window through Ethernet in high frame rate machines","1","2014-11-10 00:00:00","","5995","0","","0000-00-00 00:00:00","0",
"250","250","PHASOR MEASUREMENT UNIT (PMU) BASED WIDE AREA PROTECTION SYSTEMS","1","2015-01-15 00:00:00","","6036","0","","0000-00-00 00:00:00","0",
"251","251","BODH A Model for Information Retrieval from Research Article","1","2014-12-13 00:00:00","","1810","0","","0000-00-00 00:00:00","0",
"252","252","Software Engineering","1","2014-11-10 00:00:00","","1289","0","","0000-00-00 00:00:00","0",
"253","253","Software Engineering II","1","2014-11-10 00:00:00","","4815","0","","0000-00-00 00:00:00","0",
"254","254","Software Engineering III","1","2014-11-10 00:00:00","","5117","0","","0000-00-00 00:00:00","0",
"255","255","A Novel Approach for Communication among Blind, Deaf and Dumb People","1","2014-11-10 00:00:00","","4150","0","","0000-00-00 00:00:00","0",
"256","256","Survey on Security Issues in Cloud Computing Environment","1","2014-11-10 00:00:00","","6040","0","","0000-00-00 00:00:00","0",
"257","257","Energy Aware Probabilistic Broadcasting for  Mobile Ad Hoc Network","1","2014-11-10 00:00:00","","5619","0","","0000-00-00 00:00:00","0",
"258","258","Big-data Analytics of Genomic and Clinical data for Diagnosis and  Prognosis of Cancer","1","2014-11-10 00:00:00","","5850","0","","0000-00-00 00:00:00","0",
"259","259","Stock Market Prediction using Hadoop Map-Reduce Ecosystem","1","2014-12-15 00:00:00","","6005","0","","0000-00-00 00:00:00","0",
"260","260","A Survey on the Design of Fuzzy Classifiers Using Multi- Objective Evolutionary Algorithms","1","2014-11-10 00:00:00","","6008","0","","0000-00-00 00:00:00","0",
"261","261","A Revolutionary Technology To Help The Differently Abled Person","1","2014-11-10 00:00:00","","4150","0","","0000-00-00 00:00:00","0",
"262","262","Surface Interface for User Friendliness: Quicker Method & Smart Procedure for Enhancing Mobile Phone Applications","1","2014-11-10 00:00:00","","5015","0","","0000-00-00 00:00:00","0",
"263","263","Cloud Computing- A big boon! Really!! If not then whatâs the threat?","1","2014-11-10 00:00:00","","4150","0","","0000-00-00 00:00:00","0",
"264","264","A Case Study on Social Network Parameters Derived from Facebook Profiles","1","2014-11-10 00:00:00","","5830","0","","0000-00-00 00:00:00","0",
"265","265","A Novel Multi-View Similarity for Clustering Spatio-temporal data","1","2014-12-17 00:00:00","","5960","0","","0000-00-00 00:00:00","0",
"266","266","Ranking Retrieved Data through Advance Search Mechanism over Distributed Cloud :A Review","1","2014-11-10 00:00:00","","6054","0","","0000-00-00 00:00:00","0",
"267","267","Survey on Data Collection Protocols in Wireless Sensor Networks using Mobile Data Collectors","1","2014-11-10 00:00:00","","5798","0","","0000-00-00 00:00:00","0",
"268","268","Clustering Algorithms for Wireless Sensor Networks: A Review","1","2015-01-08 00:00:00","","5949","0","","0000-00-00 00:00:00","0",
"269","269","NoSQL DataBase:An Optimal Database for Social Media and its Security Challenges","1","2015-01-12 00:00:00","","6057","0","","0000-00-00 00:00:00","0",
"270","270","A Review on Fuzzy Logic based Clustering Algorithms for Wireless Sensor Networks","1","2015-01-09 00:00:00","","6060","0","","0000-00-00 00:00:00","0",
"271","271","Big Data and Cloud Computing: Pitfalls and Advantages in Data Management","1","2014-11-10 00:00:00","","4994","0","","0000-00-00 00:00:00","0",
"272","272","Voltage generation using piezoelectric sensor from Human Exhalation","1","2014-12-24 00:00:00","","6068","0","","0000-00-00 00:00:00","0",
"273","273","Fuzzy multi-criteria Approach for Component Selection of Fault Tolerant Software System under Recovery Block Scheme","1","2014-12-17 00:00:00","","5637","0","","0000-00-00 00:00:00","0",
"274","274","EMOTIONFINDER: DETECTING EMOTION FROM BLOGS AND TEXTUAL DOCUMENTS","1","2014-11-10 00:00:00","","5942","0","","0000-00-00 00:00:00","0",
"275","275","Applying Systematic & Rule Based Risk Management for Projected Portfolio (Passive Investment)","1","2014-11-10 00:00:00","INDIACom15_275_presentation (1).pptx","5793","0","","0000-00-00 00:00:00","0",
"276","276","Improved Checkpoint Mechanism in Mobile Agent Systems For Information Retrieval Applications","1","2014-11-10 00:00:00","INDIACom15_276_presentation (1).pptx","5581","0","","0000-00-00 00:00:00","0",
"277","277","Enhanced Hybrid Algorithms for Compound Image Segmentation","1","2014-12-17 00:00:00","","6072","0","","0000-00-00 00:00:00","0",
"278","278","Comparative Study on Integer Factorization Algorithm-Pollardâs rho and Pollardâs P-1","1","2015-01-19 00:00:00","","5969","0","","0000-00-00 00:00:00","0",
"279","279","Design and ASIC Implementation of column compression Wallace/Dadda Multiplier in Sub-threshold regime","1","2014-11-10 00:00:00","","6033","0","","0000-00-00 00:00:00","0",
"280","280","Virtual Desktop Using Web Browser","1","2014-11-10 00:00:00","","5833","0","","0000-00-00 00:00:00","0",
"281","281","Big Data-Competitive Inteliigence","1","2014-11-10 00:00:00","","1746","0","","0000-00-00 00:00:00","0",
"282","282","Outlier Detection in Data Streams using various Clustering Approaches","1","2014-11-10 00:00:00","INDIACom15_282_presentation (1).pptx","5985","0","","0000-00-00 00:00:00","0",
"283","283","Verification of Linux Device Drivers using Device Virtualization","1","2014-11-10 00:00:00","INDIACom15_283_presentation (2).ppt","6059","0","","0000-00-00 00:00:00","0",
"284","284","Design of ElGamal PKC for Encryption of Large Message","1","2014-11-10 00:00:00","INDIACom15_284_presentation (2).pptx","6070","0","","0000-00-00 00:00:00","0",
"285","285","Prediction of Heart Disease using a Hybrid technique in Data Mining Classification","1","2014-11-10 00:00:00","INDIACom15_285_presentation (1).pptx","5989","0","","0000-00-00 00:00:00","0",
"286","286","Design & Analysis of Performance of K-Means Algorithm for Cognitive Fatigue Detection in Vehicular Drivers using Skin Conductance Signal","1","2014-11-10 00:00:00","","6052","0","","0000-00-00 00:00:00","0",
"287","287","Predictive Analytics using data mining techniques","1","2014-11-10 00:00:00","","5735","0","","0000-00-00 00:00:00","0",
"288","288","Comparison of Sigmoidal FFANN Training Algorithms for Function Approximation Problems","1","2015-01-08 00:00:00","","5777","0","","0000-00-00 00:00:00","0",
"289","289","EFFICIENT SYSTEM FOR DEVNAGARI SCRIPT SEGMENTATION","1","2014-11-10 00:00:00","","6086","0","","0000-00-00 00:00:00","0",
"290","290","Descritization of Unlabeled Data using Clustering & Rough Set Theory","1","2014-11-10 00:00:00","","5784","0","","0000-00-00 00:00:00","0",
"291","291","Study & Comparison of âCloud Computingâ Simulators","1","2014-11-10 00:00:00","INDIACom15_291_presentation (1).doc","6084","0","","0000-00-00 00:00:00","0",
"292","292","Study & Analysis For Software Test-Data Generation using Genetic_Algorithm for a Use Case","1","2014-11-10 00:00:00","","6088","0","","0000-00-00 00:00:00","0",
"293","293","Study & Analysis For Software Test-Data Generation using Genetic_Algorithm","1","2014-11-10 00:00:00","","6088","0","","0000-00-00 00:00:00","0",
"294","294","Database Performance Analyser S/W Test Tool","1","2015-01-11 00:00:00","","6088","0","","0000-00-00 00:00:00","0",
"295","295","Detection of Brain Tumor in MRI Images, using Combination of Fuzzy C-Means and Support vector machine","1","2014-12-17 00:00:00","","5874","0","","0000-00-00 00:00:00","0",
"296","296","BLUE BRAIN â A NEW SUBWAY TO ARTIFICIAL INTELLIGENCE AND HUMAN MACHINE: A Proposal","1","2014-11-10 00:00:00","","6085","0","","0000-00-00 00:00:00","0",
"297","297","Performance Evaluation of DCT and DWT features for Blind Image Steganalysis using Neural Networks","1","2014-11-10 00:00:00","INDIACom15_297_presentation (1).pptx","6055","0","","0000-00-00 00:00:00","0",
"298","298","SPEECH TECHNOLOGY: MAKING THE WORLD SIMPLIER THAN IT IS","1","2014-11-10 00:00:00","","6098","0","","0000-00-00 00:00:00","0",
"299","299","Advanced Image Classification Strategies for Ideal Image Retrieval: an Overview","1","2014-11-10 00:00:00","","5462","0","","0000-00-00 00:00:00","0",
"300","300","Towards Optimal Size of the AVK for Symmetric Key Encryption","1","2014-11-10 00:00:00","","6096","0","","0000-00-00 00:00:00","0",
"301","301","Efficient Image Encryption Algorithm Using DNA Approach","1","2015-01-20 00:00:00","","5692","0","","0000-00-00 00:00:00","0",
"302","302","Study & Analysis For Genetic Algorithm & Random Algorithm","1","2014-11-10 00:00:00","","6088","0","","0000-00-00 00:00:00","0",
"303","303","IMPLEMENTATION OFAN INCAMPUS FIRE ALARM SYSTEM USING ZIGBEE","1","2014-11-10 00:00:00","","5958","0","","0000-00-00 00:00:00","0",
"304","304","Ontology development for agriculture domain","1","2014-11-10 00:00:00","","6101","0","","0000-00-00 00:00:00","0",
"305","305","Comparison of Pixel-Level and Feature Level Image Fusion Methods","1","2014-11-10 00:00:00","","6100","0","","0000-00-00 00:00:00","0",
"306","306","AGNER: ENTITY TAGGER IN AGRICULTURE DOMAIN","1","2014-11-10 00:00:00","","5900","0","","0000-00-00 00:00:00","0",
"307","307","Performance Evaluation of ANN and Neuro-Fuzzy System in Business Forecasting","1","2014-12-18 00:00:00","","6105","0","","0000-00-00 00:00:00","0",
"308","308","STUDY OF CRIMINAL APPLICATIONS OF OUTLIER DETECTION USING DATA MINING","1","2014-11-10 00:00:00","","5925","0","","0000-00-00 00:00:00","0",
"309","309","Denoising of Audio Signal using Heavy Tailed Distribution and Comparison of Wavelets and Thresholding Techniques","1","2014-11-10 00:00:00","","6106","0","","0000-00-00 00:00:00","0",
"310","310","A Mixed Hybrid Recommendation System Based on Rough Set Theory","1","2014-11-10 00:00:00","","5946","0","","0000-00-00 00:00:00","0",
"311","311","A Review on LTE (Long Term Evolution)","1","2014-11-10 00:00:00","","6020","0","","0000-00-00 00:00:00","0",
"312","312","Modified Rapid Automatic Keyword Extraction (M-RAKE) for Keyword and Keyphrase Extraction from Hindi Documents","1","2014-11-10 00:00:00","","6097","0","","0000-00-00 00:00:00","0",
"313","313","Plague of human trafficking and its affecting factors","1","2014-11-10 00:00:00","","6081","0","","0000-00-00 00:00:00","0",
"314","314","Tactics of Twitter Data Extraction for Opinion Mining","1","2014-11-10 00:00:00","","6073","0","","0000-00-00 00:00:00","0",
"315","315","Cloud Computing and Security of Cloud Data","1","2014-11-10 00:00:00","INDIACom15_315_presentation (1).doc","6084","0","","0000-00-00 00:00:00","0",
"316","316","Ensuring Security in Cloud Based Social Network","1","2014-11-10 00:00:00","","6050","0","","0000-00-00 00:00:00","0",
"317","317","Cross talk Analysis in Photonic Crystal based Heterostructure Coupled Waveguides","1","2014-11-10 00:00:00","","6116","0","","0000-00-00 00:00:00","0",
"318","318","Performance Analysis of Software Defined 5G Radio Network","1","2014-11-10 00:00:00","","6084","0","","0000-00-00 00:00:00","0",
"319","319","A Dynamic Thresh-holding Technique against Routing Attacks in AODV protocol","1","2014-11-10 00:00:00","","5705","0","","0000-00-00 00:00:00","0",
"320","320","Effect of see Vegetation on Median $K$ Factor and Channel Capacity for/in 5Gs Communication Systems","1","2014-11-10 00:00:00","","6084","0","","0000-00-00 00:00:00","0",
"321","321","Pervasive Computing: Paradigm for New Era Computing","1","2014-11-10 00:00:00","","6121","0","","0000-00-00 00:00:00","0",
"322","322","A survey of Image Enhancement technique based on Computational Intelligence.","1","2014-11-10 00:00:00","","3621","0","","0000-00-00 00:00:00","0",
"323","323","Efficient Star-based multicast key management scheme without re-keying Processes","1","2014-11-10 00:00:00","","6118","0","","0000-00-00 00:00:00","0",
"324","324","Automatic Digital Modulation Recognition using Minimum Feature Extraction","1","2014-12-27 00:00:00","","6027","0","","0000-00-00 00:00:00","0",
"325","325","Survey on Development of Expert System in the Areas of: Medical, Education, Automobile and Agriculture","1","2014-12-15 00:00:00","","6114","0","","0000-00-00 00:00:00","0",
"326","326","Implementation and Performance Comparison of Two Similar Zig-Bee 802.15.4 WPANs in Mobile Subnet and Satellite Subnet using Opnet Modeler","1","2014-11-10 00:00:00","","5737","0","","0000-00-00 00:00:00","0",
"327","327","UWB-MIMO Antenna with enhanced Isolation for Breast cancer Detection","1","2015-01-02 00:00:00","","5934","0","","0000-00-00 00:00:00","0",
"328","328","Performance Evaluation of Zig-Bee 801.15.4 WPAN in Logical Subnet in Opnet Modeler","1","2014-11-10 00:00:00","","5737","0","","0000-00-00 00:00:00","0",
"329","329","Secured Userâs Authentication and Private Data Storage- Access Scheme in Cloud Computing using Elliptic Curve Cryptography","1","2014-12-17 00:00:00","","6154","0","","0000-00-00 00:00:00","0",
"330","330","Differentiating Integration Testing and Unit Testing","1","2014-11-10 00:00:00","","5999","0","","0000-00-00 00:00:00","0",
"331","331","A Study on Resource Provisioning of Multi-tier Web Applications in Cloud Computing","1","2014-11-10 00:00:00","","5711","0","","0000-00-00 00:00:00","0",
"332","332","Fuzzy Logic Based Expert System for Studentsâ Performance Evaluation","1","2014-11-10 00:00:00","","6123","0","","0000-00-00 00:00:00","0",
"333","333","Advanced techniques and applications computer vision","1","2014-11-10 00:00:00","","5462","0","","0000-00-00 00:00:00","0",
"334","334","A Low Overhead Dynamic Memory Management System for Constrained Memory Embedded Systems","1","2014-12-17 00:00:00","","6014","0","","0000-00-00 00:00:00","0",
"335","335","An Approach to formally qualify commercial RTOS for safety application","1","2014-12-12 00:00:00","","6125","0","","0000-00-00 00:00:00","0",
"336","336","Finger Print Fusion Using Daubechies (Db1) Wavelet Transformation and quality measures","1","2015-01-04 00:00:00","","6128","0","","0000-00-00 00:00:00","0",
"337","337","Literature survey on Image Fusion","1","2014-11-10 00:00:00","","6128","0","","0000-00-00 00:00:00","0",
"338","338","Effects of noise on various Edge Detection","1","2014-12-15 00:00:00","","5828","0","","0000-00-00 00:00:00","0",
"339","339","Biogeography Based Optimization : A Review","1","2014-11-10 00:00:00","","6129","0","","0000-00-00 00:00:00","0",
"340","340","Multilayer Perceptron based Control of  Hybrid Power System for DC Homes","1","2014-12-19 00:00:00","","5912","0","","0000-00-00 00:00:00","0",
"341","341","Design Framework of MRI Segmentation for Two different Algorithm","1","2014-11-10 00:00:00","","2217","0","","0000-00-00 00:00:00","0",
"342","342","test 11 nov","1","2014-11-11 00:00:00","","2","0","","0000-00-00 00:00:00","0",
"343","343","MEDICAL DIAGNOSIS SYSTEM USING FUZZY LOGIC TOOLBOX","1","2014-12-22 00:00:00","","5986","0","","0000-00-00 00:00:00","0",
"344","344","Fake Profile Warning System","1","2014-11-11 00:00:00","","5877","0","","0000-00-00 00:00:00","0",
"345","345","Ranking early signs of Coronary heart disease among Indian Patientss","1","2014-12-13 00:00:00","","6134","0","","0000-00-00 00:00:00","0",
"346","346","Analysis of performance of Multicasting routing protocol MAODV for QoS parameters using ns2","1","2015-01-01 00:00:00","","2109","0","","0000-00-00 00:00:00","0",
"347","347","Detection of Nude Images on Large Scale using Hadoop","1","2014-12-19 00:00:00","","6132","0","","0000-00-00 00:00:00","0",
"348","348","Public Key Cryptosystems (Research Paper)","1","2014-11-11 00:00:00","","5524","0","","0000-00-00 00:00:00","0",
"349","349","Hybrid Active Feature Selection for Text Classification","1","2014-11-11 00:00:00","","6092","0","","0000-00-00 00:00:00","0",
"350","350","Semi-Formal approach for validating compiler for safety critical software in Airborne Systems","1","2014-11-11 00:00:00","","6120","0","","0000-00-00 00:00:00","0",
"351","351","Comparative Study of Cluster Validity Techniques Using K-Mediod Algorithm","1","2014-11-11 00:00:00","","6156","0","","0000-00-00 00:00:00","0",
"352","352","Reconfigurable Aperture coupled Rectangular Dielectric Resonator Antenna","1","2014-11-11 00:00:00","","6152","0","","0000-00-00 00:00:00","0",
"353","353","test 11 nov 1","1","2014-11-11 00:00:00","","2","0","","0000-00-00 00:00:00","0",
"354","354","test 11 nov 2","1","2014-11-11 00:00:00","","2","0","","0000-00-00 00:00:00","0",
"355","355","In Silico Potential Drug Target Identification for Pseudomonas aeruginosa Biofilm","1","2015-01-05 00:00:00","","6029","0","","0000-00-00 00:00:00","0",
"356","356","A Novel Approach for the Analysis of US images using Morphological Image Processing Techniques","1","2014-11-11 00:00:00","","6006","0","","0000-00-00 00:00:00","0",
"357","357","Twitter Data based Prediction model for Influenza Epidemic","1","2014-11-11 00:00:00","","5945","0","","0000-00-00 00:00:00","0",
"358","358","Comparison of machine learning techniques for screening of cervical cancer","1","2014-12-20 00:00:00","","6146","0","","0000-00-00 00:00:00","0",
"359","359","SEGMENTATION OF SATELLITE IMAGE BY ENHANCED SPATIAL CLUSTERING APPROACH","1","2014-12-22 00:00:00","","6160","0","","0000-00-00 00:00:00","0",
"360","360","Comparative Study of Cluster Validity Techniques Using K-Mediod Algorithm","1","2015-01-01 00:00:00","","6161","0","","0000-00-00 00:00:00","0",
"361","361","Design and Implementation of a Hybrid Wallace Tree Multiplier","1","2014-11-11 00:00:00","","6164","0","","0000-00-00 00:00:00","0",
"362","362","Design of 6T, 5T and 4T SRAM Cell on Various Performance Metrics","1","2014-11-11 00:00:00","","5920","0","","0000-00-00 00:00:00","0",
"363","363","A new approach for detecting document similarity using fuzzy logic","1","2014-11-12 00:00:00","","6153","0","","0000-00-00 00:00:00","0",
"364","364","Approaches in Keyword Searching: An Overview","1","2014-11-12 00:00:00","","6002","0","","0000-00-00 00:00:00","0",
"365","365","VARIOUS FRONT END TOOLS FOR DIGITAL SPEECH PROCESSING","1","2014-12-19 00:00:00","","5893","0","","0000-00-00 00:00:00","0",
"366","366","PERSEVERING BASE HUMANITARIAN INTELLECT","1","2014-11-12 00:00:00","","6166","0","","0000-00-00 00:00:00","0",
"367","367","A Novel Realization of Reversible LFSR for its Application in Cryptography","1","2015-01-02 00:00:00","","5943","0","","0000-00-00 00:00:00","0",
"368","368","Validating VCP using Model based Approach","1","2014-12-11 00:00:00","","6127","0","","0000-00-00 00:00:00","0",
"369","369","mproved Gabor-DCT Feature Extraction Technique for Facial Gesture Recognition","1","2014-11-12 00:00:00","","6171","0","","0000-00-00 00:00:00","0",
"370","370","Coupling Metrics for Object-Oriented Data Warehouse Design","1","2014-11-13 00:00:00","","6159","0","","0000-00-00 00:00:00","0",
"371","371","test 14 nov","1","2014-11-14 00:00:00","","2","0","","0000-00-00 00:00:00","0",
"372","372","test 14 nov 2","1","2014-11-14 00:00:00","","2","0","","0000-00-00 00:00:00","0",
"373","373","test 14 nov 3","1","2014-11-14 00:00:00","","2","0","","0000-00-00 00:00:00","0",
"374","374","test 14 nov 4","1","2014-11-14 00:00:00","","2","0","","0000-00-00 00:00:00","0",
"375","375","test111","1","2014-11-14 00:00:00","","1289","0","","0000-00-00 00:00:00","0",
"376","376","test112","1","2014-11-14 00:00:00","","1289","0","","0000-00-00 00:00:00","0",
"377","377","test114","1","2014-11-14 00:00:00","","1289","0","","0000-00-00 00:00:00","0",
"378","378","test116","1","2014-11-14 00:00:00","","1289","0","","0000-00-00 00:00:00","0",
"379","379","test1118","1","2014-11-14 00:00:00","","1289","0","","0000-00-00 00:00:00","0",
"380","380","test119","1","2014-11-14 00:00:00","","1289","0","","0000-00-00 00:00:00","0",
"381","381","Internet Protocol Version 6 (IPv6) Extension Headers: Issues, Challenges and Mitigation","1","2014-12-22 00:00:00","","6149","0","","0000-00-00 00:00:00","0",
"382","382","test 14 nov 5","1","2014-11-14 00:00:00","","2","0","","0000-00-00 00:00:00","0",
"383","383","test 14 nov 6","1","2014-11-14 00:00:00","","2","0","","0000-00-00 00:00:00","0",
"384","384","Survey of Clustering Algorithms","1","2014-12-31 00:00:00","","6082","0","","0000-00-00 00:00:00","0",
"385","385","A Framework for Semantics and Agent Based Personalized Information Retrieval in Agriculture","1","2014-12-23 00:00:00","","6182","0","","0000-00-00 00:00:00","0",
"386","386","Photovoltaic Array Fed Water Pumping System With Canonical Switching Cell (CSC) Converter Utilizing Switched Reluctance Motor","1","2015-01-11 00:00:00","","6047","0","","0000-00-00 00:00:00","0",
"387","387","test 15 nov 1","1","2014-11-15 00:00:00","","2","0","","0000-00-00 00:00:00","0",
